"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"107","226.01431419779237","168.39684213036327","4.985901519928756","-0.307441695251335","0.012399999999999967","0.013599999999999945","0.0112","1216","0.0003394167817011887","0","0.0003394167817011887","0.0003394167817011887","107_106:0.004037716423414717;107_108:0.006856345774910982","107_106:533.3333333333333;107_108:533.3333333333333","true"
"108","215.781281034765","207.63474954349132","4.85764181631837","-0.3093687563471741","0.0050000000000000044","0.005600000000000049","0.0044","1216","0.0001739372864542052","0","0.0001739372864542052","0.0001739372864542052","","","true"
"109","85.91995308130105","182.6625405376211","4.794031520638471","-0.3098231211288872","0.030100000000000016","0.02959999999999996","0.0306","1216","0.00020627718949555062","0","0.00020627718949555062","0.00020627718949555062","109_96:0.007567296816075569","109_96:533.3333333333333","true"
"110","251.22722640003292","280.5917629573128","4.834518609330902","-0.30953885962680133","0.006899999999999906","0.006399999999999961","0.0074","1216","0.0001702495795574626","0","0.0001702495795574626","0.0001702495795574626","110_100:0.005154059346801104;110_118:0.005170182732459172","110_100:533.3333333333333;110_118:533.3333333333333","true"
"111","172.08600587501928","216.18393658294772","4.899669904545604","-0.30966196143120256","0.007199999999999984","0.011","0.0033999999999999586","1216","0.00020796615567340133","0","0.00020796615567340133","0.00020796615567340133","111_104:0.0078144427515974","111_104:533.3333333333333","true"
"112","253.84203428684202","81.7762779349544","4.931284377345096","-0.30828010772706876","0.013399999999999967","0.013399999999999967","0.0134","1216","0.00014176102048495755","0","0.00014176102048495755","0.00014176102048495755","112_126:0.004536985254549042;112_108:0.00473134369423614","112_126:533.3333333333333;112_108:533.3333333333333","true"
"113","286.4125397305612","65.30514026314601","4.963733754147903","-0.3084394283671576","0.0043999999999999595","0.006","0.0028000000000000247","1216","0.0001905421297930274","0","0.0001905421297930274","0.0001905421297930274","113_114:0.0045833735330821634","113_114:533.3333333333333","true"
"114","181.5636195613445","295.8890455055076","4.8845241720687484","-0.30934321871293896","0.011400000000000077","0.01319999999999999","0.0096","1216","0.0001385447509460913","0","0.0001385447509460913","0.0001385447509460913","114_109:0.003901115901635638;114_115:0.009627912386711124","114_109:533.3333333333333;114_115:533.3333333333333","true"
"115","206.29937479411618","225.42376104343296","4.742941645211472","-0.3109775593036345","0.008899999999999908","0.013399999999999967","0.0044","1216","0.00029653839169069523","0","0.00029653839169069523","0.00029653839169069523","","","true"
"116","319.00271171415886","394.8959859746419","4.931269385577527","-0.30852099993985993","0.007400000000000073","0.007600000000000051","0.0072","1216","0.0001567708562784719","0","0.0001567708562784719","0.0001567708562784719","116_115:0.006610437017947002","116_115:533.3333333333333","true"
"117","274.55197087172974","212.33487128403934","4.793036864268862","-0.3108430479754478","0.011700000000000044","0.01319999999999999","0.0102","1216","0.00052417579170585","0","0.00052417579170585","0.00052417579170585","117_116:0.009784084754500183;117_118:0.0061918463274989455","117_116:533.3333333333333;117_118:533.3333333333333","true"
"118","211.35646858502608","328.51513509115296","4.7374775547108126","-0.31213784976055814","0.007600000000000051","0.012","0.0031999999999999806","1216","0.0001807868211163834","0","0.0001807868211163834","0.0001807868211163834","","","true"
"119","300.03209297804807","257.46704031846593","4.792608197737808","-0.3115006149023877","0.006699999999999928","0.0084","0.0050000000000000044","1216","0.0005442811573559125","0","0.0005442811573559125","0.0005442811573559125","119_118:0.00968683275891763;119_120:0.007918343459927563","119_118:533.3333333333333;119_120:533.3333333333333","true"
"120","118.14541080046574","235.21972277914446","4.887787709617828","-0.30954720593807233","0.011299999999999977","0.0112","0.011399999999999966","1216","0.00029930317987975243","0","0.00029930317987975243","0.00029930317987975243","120_121:0.005113970255242517","120_121:533.3333333333333","true"
"121","294.5022468034655","29.123982082734063","4.847715718974105","-0.31085098125216193","0.010099999999999998","0.012399999999999967","0.0078","1216","0.0001900593025713697","0","0.0001900593025713697","0.0001900593025713697","121_122:0.004442826446894754","121_122:533.3333333333333","true"
"122","243.86302824890387","355.43611658315587","4.7314821222602665","-0.31159801750313826","0.005900000000000016","0.008","0.0038000000000000256","1216","0.000149299523665584","0","0.000149299523665584","0.000149299523665584","122_111:0.00987078508755071","122_111:533.3333333333333","true"
"123","286.51589840821936","166.76262143310015","4.820644006966986","-0.310311785682582","0.0047000000000000375","0.0076","0.0018000000000000238","1216","0.0001959953145269204","0","0.0001959953145269204","0.0001959953145269204","123_122:0.006332185991481526","123_122:533.3333333333333","true"
"124","252.75344367355257","233.39265762551102","4.881318206462147","-0.3092081732598848","0.007600000000000051","0.007399999999999962","0.0078","1216","0.00016168538462871848","0","0.00016168538462871848","0.00016168538462871848","124_123:0.00395448488414335","124_123:533.3333333333333","true"
"125","243.5419160599787","35.26524310084333","4.977356202481792","-0.30775761323383166","0.0042999999999999705","0.0043999999999999595","0.0042","1216","0.00017733457521640515","0","0.00017733457521640515","0.00017733457521640515","125_124:0.006749475047509779","125_124:533.3333333333333","true"
"126","335.47081737101496","88.78570364937349","4.831260531813182","-0.3093005432479466","0.017100000000000004","0.015199999999999991","0.019","1216","0.00015923833599909958","0","0.00015923833599909958","0.00015923833599909958","126_125:0.004884642154817848","126_125:533.3333333333333","true"
